"Path","Ext","Kind","Width","Height","SizeKB"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_speed_disabled.svg",".svg","vector","24","48","0.5"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_speed_disabled@2x.png",".png","raster","48","48","0.38"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_speed_hover.svg",".svg","vector","24","48","0.5"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_speed_hover@2x.png",".png","raster","48","48","0.37"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_subtitle_active.svg",".svg","vector","24","48","0.62"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_subtitle_active@2x.png",".png","raster","48","48","0.38"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_subtitle_default.svg",".svg","vector","24","48","0.62"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_subtitle_default@2x.png",".png","raster","48","48","0.38"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_subtitle_disabled.svg",".svg","vector","24","48","0.62"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_subtitle_disabled@2x.png",".png","raster","48","48","0.39"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_subtitle_hover.svg",".svg","vector","24","48","0.62"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_subtitle_hover@2x.png",".png","raster","48","48","0.38"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\01_foundation_board@2x.png",".png","raster","2400","1600","239.53"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\02_base_controls_board@2x.png",".png","raster","2400","1600","241.71"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\03_navigation_list_board@2x.png",".png","raster","2400","1600","245.4"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\04_player_controls_board@2x.png",".png","raster","2400","1600","151.96"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\05_lyrics_video_board@2x.png",".png","raster","2400","1600","186.04"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\06_states_brand_board@2x.png",".png","raster","2400","1600","340.99"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\07_auth_welcome_board@2x.png",".png","raster","2400","1600","363.68"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\08_home_modules_board@2x.png",".png","raster","2400","1600","305.56"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\09_settings_plugin_board@2x.png",".png","raster","2400","1600","266.12"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\10_home_full_page@2x.png",".png","raster","2400","1600","327.12"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\11_library_full_page@2x.png",".png","raster","2400","1600","250.2"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\12_player_full_page@2x.png",".png","raster","2400","1600","222.68"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\13_video_full_page@2x.png",".png","raster","2400","1600","233.76"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\14_settings_full_page@2x.png",".png","raster","2400","1600","247.4"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\15_plugin_full_page@2x.png",".png","raster","2400","1600","239.69"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\16_user_center_full_page@2x.png",".png","raster","2400","1600","267.35"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\17_playlist_detail_full_page@2x.png",".png","raster","2400","1600","308.02"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\18_history_full_page@2x.png",".png","raster","2400","1600","282.7"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\19_download_full_page@2x.png",".png","raster","2400","1600","201.79"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\20_guest_full_page@2x.png",".png","raster","2400","1600","284.3"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\21_search_full_page@2x.png",".png","raster","2400","1600","233.59"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\22_queue_full_page@2x.png",".png","raster","2400","1600","314.7"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\23_lyrics_drag_full_page@2x.png",".png","raster","2400","1600","219.98"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\24_video_overlay_full_page@2x.png",".png","raster","2400","1600","177.82"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\25_login_error_full_page@2x.png",".png","raster","2400","1600","219.68"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\26_theme_variants_board@2x.png",".png","raster","2400","1600","238.9"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\27_system_feedback_board@2x.png",".png","raster","2400","1600","291.19"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\28_control_state_matrix@2x.png",".png","raster","2400","1600","267.51"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\preview\29_dark_states_feedback_board@2x.png",".png","raster","2400","1600","268.03"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\auth\07_auth_welcome_board@2x.png",".png","raster","2400","1600","363.68"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\auth\20_guest_full_page@2x.png",".png","raster","2400","1600","284.3"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\auth\25_login_error_full_page@2x.png",".png","raster","2400","1600","219.68"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\auth\auth_module_showcase@2x.png",".png","raster","1600","1000","195.23"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\home\10_home_full_page@2x.png",".png","raster","2400","1600","327.12"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\home\21_search_full_page@2x.png",".png","raster","2400","1600","233.59"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\home\home_page_mockup@2x.png",".png","raster","1600","1000","215.01"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\home\recommend_module_showcase@2x.png",".png","raster","1600","1000","133.88"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\library\11_library_full_page@2x.png",".png","raster","2400","1600","250.2"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\library\17_playlist_detail_full_page@2x.png",".png","raster","2400","1600","308.02"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\library\18_history_full_page@2x.png",".png","raster","2400","1600","282.7"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\library\music_row_showcase@2x.png",".png","raster","1600","1000","143.01"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\player\12_player_full_page@2x.png",".png","raster","2400","1600","222.68"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\player\22_queue_full_page@2x.png",".png","raster","2400","1600","314.7"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\player\23_lyrics_drag_full_page@2x.png",".png","raster","2400","1600","219.98"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\player\player_control_showcase@2x.png",".png","raster","1600","1000","87.23"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\player\player_page_mockup@2x.png",".png","raster","1600","1000","166.04"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\plugin\15_plugin_full_page@2x.png",".png","raster","2400","1600","239.69"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\plugin\27_system_feedback_board@2x.png",".png","raster","2400","1600","291.19"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\plugin\29_dark_states_feedback_board@2x.png",".png","raster","2400","1600","268.03"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\plugin\dialog_menu_dark_showcase@2x.png",".png","raster","1600","1000","114.05"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\plugin\feedback_state_showcase@2x.png",".png","raster","1600","1000","167.89"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\plugin\system_feedback_showcase@2x.png",".png","raster","1600","1000","192.21"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\settings\14_settings_full_page@2x.png",".png","raster","2400","1600","247.4"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\settings\26_theme_variants_board@2x.png",".png","raster","2400","1600","238.9"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\settings\28_control_state_matrix@2x.png",".png","raster","2400","1600","267.51"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\settings\button_state_showcase@2x.png",".png","raster","1600","1000","157.42"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\settings\input_state_showcase@2x.png",".png","raster","1600","1000","150.33"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\settings\settings_plugin_showcase@2x.png",".png","raster","1600","1000","145.23"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\state\state_empty_library@2x.png",".png","raster","1400","1200","116.76"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\state\state_login_error@2x.png",".png","raster","1400","1200","109.4"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\state\state_login_error_dark@2x.png",".png","raster","1400","1200","63.67"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\state\state_login_required@2x.png",".png","raster","1400","1200","119.69"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\state\state_sync_conflict@2x.png",".png","raster","1400","1200","113.29"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\state\state_sync_conflict_dark@2x.png",".png","raster","1400","1200","61.85"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\user\16_user_center_full_page@2x.png",".png","raster","2400","1600","267.35"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\user\19_download_full_page@2x.png",".png","raster","2400","1600","201.79"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\user\download_page_mockup@2x.png",".png","raster","1600","1000","139.19"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\user\user_center_mockup@2x.png",".png","raster","1600","1000","158.09"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\video\13_video_full_page@2x.png",".png","raster","2400","1600","233.76"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\video\24_video_overlay_full_page@2x.png",".png","raster","2400","1600","177.82"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\project_ready\video\video_icon_states_showcase@2x.png",".png","raster","1600","1000","88.07"
